"word","phonetic","meaning_zh","example","tags"
"simulate","'sɪmjulet","模拟，模仿","a machine that simulates conditions in space","CET6_1"
"simultaneous",",saɪml'tenɪəs","同步的","They grabbed each other’s hands in simultaneous panic.","CET6_1"
"simultaneously","saɪməl'tenɪəsli","同步地，同时地","If they have multiple test cases that will be run on the same platforms, they can select multiple configurations simultaneously and apply the configurations to several of them in batch mode.","CET6_1"
"sincere","sɪn'sɪr","真诚的；真挚的","Please accept my sincere apologies .","CET4luan_2"
"singular","'sɪŋɡjəlɚ","单数的；非凡的","the singular form of the noun","CET4luan_2"
"site","saɪt","地点，地基；场所","an archaeological site","CET4luan_2"
"skeptical","'skɛptɪkl","怀疑的","So how do we strengthen our skeptical skills?","CET6_1"
"sketch","skɛtʃ","略图；速写；概略","The artist is making sketches for his next painting.","CET4luan_2"
"skilled","skɪld","有技能的，熟练的","Skilled craftsmen, such as carpenters, are in great demand.","CET4luan_2"
"skillful","'skɪlfəl","灵巧的，娴熟的","a skillful footballer","CET4luan_2"
"skim","skɪm","掠过，擦过；略读","seagulls skimming the waves","CET4luan_2"
"skip","skɪp","跳过","I decided to skip the first chapter.","CET6_1"
"skyrocket","'skaɪ'rɑkɪt","猛增","The trade deficit has skyrocketed.","CET6_1"
"skyscraper","'skaɪ'skrepɚ","摩天大楼","The skyscraper towers into the clouds.","CET6_1"
"slack","slæk","疲软的，萧条的","Business remained slack throughout the day.","CET6_1"
"slam","slæm","使劲关；砰地放下","We heard a car door slam.","CET4luan_2"
"slash","slæʃ","削减","Someone had slashed the tires.","CET6_1"
"slavery","'slevəri","奴隶制度","attempts to abolish slavery","CET6_1"
"sleeve","sliv","袖子，袖套","a dress with long sleeves","CET4luan_2"
"slender","'slɛndɚ","细长的；微薄的","She is slender and stylish.","CET4luan_2"
"slice","slaɪs","薄片，切片；部分","pizza slices","CET4luan_2"
"slide","slaɪd","滑","He slid open the door of the glass cabinet.","CET4luan_2"
"slight","slaɪt","轻微的","a slight improvement","CET6_1"
"slightly","'slaɪtli","轻微地","His family then moved to a slightly larger house.","CET6_1"
"slim","slɪm","苗条的","a slim young woman","CET6_1"
"slippery","'slɪpəri","滑的，使人滑跤的","In places, the path can be wet and slippery.","CET4luan_2"
"slit","slɪt","裂缝","light shining through a slit in the door","CET4luan_2"
"slope","slop","倾斜；斜面","a steep slope","CET4luan_2"
"smart","smɑrt","聪颖的，机灵的","The smart kids get good grades and go off to college.","CET4luan_2"
"smuggle","'smʌgl","走私","My message is ""If you try to smuggle drugs you are stupid.""","CET6_1"
"sneak","snik","溜走","Sometimes he would sneak out of his house late at night to be with me.","CET6_1"
"soak","sok","浸，泡","Soak the clothes in cold water.","CET4luan_2"
"soar","sɔr","高飞","Adam’s smile sent her spirits soaring .","CET6_1"
"soil","sɔɪl","弄脏","soiled linen","CET4luan_2"
"solar","'solɚ","太阳的，日光的","a solar eclipse","CET4luan_2"
"sole","sol","脚底；鞋底，袜底","The soles of his feet were caked in mud.","CET4luan_2"
"solemn","'sɑləm","严肃的，庄重的；庄严的；隆重的","a solemn expression","CET4luan_2"
"solid","'sɑlɪd","固体的","The lake was frozen solid .","CET4luan_2,CET6_1"
"soluble","'sɑljəbl","可溶的；可以解决的","soluble aspirin","CET4luan_2"
"solution","sə'luʃən","解决，解答；溶解","The best solution would be for them to separate.","CET4luan_2,CET6_1"
"solve","sɔlv","解决；解答，解释","Charlie thinks money will solve all his problems.","CET4luan_2"
"somebody","'sʌmbədi","某人，有人","There’s somebody waiting to see you.","CET4luan_2"
"somehow","'sʌmhaʊ","由于某种原因","Somehow, I just don’t think it’ll work.","CET4luan_2"
"sometime","'sʌmtaɪm","在某一时候；从前","We’ll take a vacation sometime in September.","CET4luan_2"
"somewhat","'sʌmwʌt","有点","Things have changed somewhat since then.","CET4luan_2"
"soothe","sʊð","安慰，减轻","Lucy soothed the baby by rocking it in her arms.","CET6_1"
"sophisticated","sə'fɪstɪketɪd","老于世故的；高级的","These people are very sophisticated observers of the foreign policy scene.","CET4luan_2,CET6_1"
"sore","sɔr","痛的；恼火的","I had a sore throat and aching limbs.","CET4luan_2"
"sorrow","sɑro","悲痛，悲哀，悲伤","the family’s joys and sorrows","CET4luan_2"
"sort","sɔrt","种类；类别","Most of the victims developed psychological problems of one sort or another (= of various different types ).","CET4luan_2"
"sound","saʊnd","健康的；完好的","of sound mind (=not mentally ill)","CET4luan_2"
"sour","'saʊɚ","酸的；脾气坏的","Rachel sampled the wine. It was sour.","CET4luan_2"
"sow","so","播（种）","Sow the seeds in late March.","CET4luan_2"
"spacecraft","'speskræft","航天器，宇宙飞船","the world's largest and most expensive unmanned spacecraft","CET4luan_2"
"spacious","'speʃəs","宽敞的","a spacious living area","CET6_1"
"spade","sped","铲，铁锹","a garden spade","CET4luan_2"
"span","spæn","持续时间；跨距","I worked with him over a span of six years.","CET4luan_2"
"spare","spɛr","抽出；拨出；留出；匀出","Sorry, I can’t spare the time.","CET4luan_2"
"spark","spɑrk","火花，火星","sparks from the fire","CET4luan_2,CET6_1"
"specialist","'spɛʃəlɪst","专家","an attorney who is a specialist in banking law","CET4luan_2,CET6_1"
"specialize","'spɛʃəlaɪz","成为…专家；专攻","Simmons specialized in contract law.","CET4luan_2,CET6_1"
"species","'spiʃiz","物种","Seven species of birds of prey have been observed.","CET6_1"
"specific",,"特有的；具体的","games suitable for specific age groups","CET4luan_2,CET6_1"
"specification","'spɛsəfə'keʃən","说明书","The bolts met all the engineering specifications .","CET6_1"
"specify","'spɛsɪfaɪ","详细说明；指定","Payments will be made for a specified number of months.","CET4luan_2"
"specimen","'spɛsəmən","样本，标本，样品","a blood specimen","CET4luan_2"
"spectacle","'spɛktəkl","景象","a multimedia dance and opera spectacle","CET6_1"
"sphere","sfɪr","球，圆体；范围","Because the earth spins, it is not a perfect sphere.","CET4luan_2"
"spill","spɪl","使溢出","Katie almost spilled her milk.","CET4luan_2"
"spin","spɪn","使旋转；纺","The plane’s propellers were spinning.","CET4luan_2"
"spite","spaɪt","不顾；恶意，怨恨","We went out in spite of the rain.","CET4luan_2"
"split","splɪt","被劈开；劈开","The branch split under their weight.","CET4luan_2"
"spoil","spɔɪl","损坏，糟蹋；宠坏","The whole park is spoiled by litter.","CET4luan_2,CET6_1"
"sponsor","'spɑnsɚ","发起者","the sponsor of the new immigration bill","CET4luan_2,CET6_1"
"sportsman","'spɔrtsmən","运动员","He’s a very keen sportsman .","CET4luan_2"
"spot","spɑt","点","a nice quiet spot on the beach","CET6_1"
"spray","spreɪ","浪花；喷雾","spray from the waves","CET4luan_2"
"spread","sprɛd","传播，扩散","The industrial revolution, which started a couple of hundred years ago in Europe, is now spreading across the world.","CET6_1"
"spring","sprɪŋ","跳，跃","He sprang to his feet (= stood up suddenly ) and rushed after her.","CET4luan_2"
"spur","spɝ","刺激物","The crowd’s reaction only acted as a spur.","CET4luan_2"
"squalor","'skwɔlɚ","肮脏","We lived in squalor for a year and a half.","CET6_1"
"square","skwɛr","正方形；广场","First of all, draw a square.","CET4luan_2"
"squeeze","skwiz","压；挤；捏；榨；压榨","She smiled as he squeezed her hand.","CET4luan_2"
"stability","stə'bɪləti","稳定；稳定性","a period of relative stability","CET4luan_2"
"stabilize","'stebəlaɪz","使稳固，使安定","The patient’s condition has now stabilized.","CET6_1"
"stable","'stebl","稳定的，不变的","A wide base will make the structure much more stable.","CET4luan_2"
"stack","stæk","堆，垛","stacks of dirty dishes","CET4luan_2"
"staff","stæf","全体职员，员工；工作人员；参谋","The staff were very good.","CET4luan_2"
"stage","stedʒ","阶段；舞台","We’re getting to the stage where we hardly ever go out together.","CET4luan_2"
"stain","sten","沾污；给…着色","Be careful you don’t stain the carpet.","CET4luan_2,CET6_1"
"stair","stɛr","楼梯","We walked up four flights of stairs (= sets of stairs ) .","CET4luan_2"
"stake","stek","赌金；桩；奖品","For a dollar stake, you can win up to $1,000,000.","CET4luan_2"
"stale","stel","陈腐的；走了气的","stale jokes","CET4luan_2"
"standardize","'stændɚdaɪz","标准化","Attempts to standardize English spelling have never been successful.","CET6_1"
"startle","'stɑrtl","使惊讶","Sorry, I didn’t mean to startle you.","CET6_1"
"static","'stætɪk","静的；静态的","Economists predict that house prices will remain static for a long period.","CET4luan_2"
"statistical","stə'tɪstɪkl","统计的，统计学的","The report contains a great deal of statistical information.","CET4luan_2"
"statue","'stætʃu","塑像，雕像，铸像","Churchill’s statue stands outside the parliament building.","CET4luan_2"
"status","ˈstætəs; ˈstetəs","地位，身分","These documents have no legal status in Britain.","CET4luan_2"
"steady","'stɛdi","稳固的","It takes a steady hand to perform surgery.","CET4luan_2,CET6_1"
"steam","stim","蒸汽","Steam rose from the hot tub.","CET4luan_2"
"steamer","'stimɚ","轮船，汽船","The steamer touched at 3 ports.","CET4luan_2"
"steel","stil","钢，钢铁","a steel bridge","CET4luan_2"
"steep","stip","险峻的，陡峭的","The road became rocky and steep.","CET4luan_2"
"steer","stɪr","驾驶","He was steering with only one hand.","CET4luan_2"
"stem","stɛm","茎，（树）干","He stooped down, cut the stem for her with his knife and handed her the flower.","CET4luan_2"
"stereotype","'stɛrɪətaɪp","刻板印象，固有印象",,"CET6_1"
"sticky","'stɪki","粘性的；胶粘的","There’s some sticky stuff in your hair.","CET4luan_2"
"stiff","stɪf","硬的；僵直的","a shirt with a stiff collar","CET4luan_2"
"stimulate","'stɪmjə'let","刺激；激励，激发","the President’s plan to stimulate economic growth","CET4luan_2,CET6_1"
"stimulus","'stɪmjələs","刺激","Tax cuts provided the stimulus which the slow economy needed.","CET6_1"
"sting","stɪŋ","刺；刺痛","He was stung by a bee.","CET4luan_2"
"stir","stɝ","搅动；搅和；搅拌","Stir the paint to make sure it is smooth.","CET4luan_2"
"stock","stɑk","库存品；股本","When a nearby shop burned down, our stock was ruined by smoke.","CET4luan_2"
"stockbroker","'stɑkbrokɚ","股票经理人","Over the next five months, every one of them discouraged me from becoming a stockbroker.","CET6_1"
"stocking","'stɑkɪŋ","长（筒）袜","I want you stuffed in my stocking.","CET4luan_2"
"stoop","stʊp","俯身；弯身","We had to stoop to pass through the low entrance.","CET4luan_2"
"storage","'stɔrɪdʒ","贮藏；贮藏量","the storage of highly radioactive material","CET4luan_2"
"store","stɔr","商店；贮藏；贮存品","At Christmas the stores stay open late.","CET4luan_2"
"storey","'stɔri","（层）楼","A staircase leads to the upper storey.","CET4luan_2"
"stove","stov","炉头；炉子","a pot of soup simmering on the stove","CET4luan_2,CET6_1"
"straightforward",",stret'fɔrwɚd","直接的","In this example, we will use the most straightforward method of all -- writing our object reference to a file that will be picked up by our client.","CET6_1"
"strain","stren","拉紧；尽力","Buddy’s huge gut strained against the buttons on his shirt.","CET4luan_2,CET6_1"
"strange","strendʒ","陌生的；奇怪的","a strange city","CET4luan_2"
"stranger","'strendʒɚ","陌生人；新来者","Children must not talk to strangers.","CET4luan_2"
"strap","stræp","带子","The strap of my bag is broken.","CET4luan_2,CET6_1"
"strategy","'strætədʒi","战略；策略","military strategies","CET4luan_2,CET6_1"
"straw","strɔ","稻草；麦杆；吸管","a mattress filled with straw","CET4luan_2"
"stray","stre","迷路，流浪","This will limit the number of stray dogs in the area.","CET6_1"
"strengthen","'strɛŋθn","加强，巩固","Our friendship has steadily strengthened over the years.","CET4luan_2"
"stress","strɛs","压力；重音","Your headaches are due to stress.","CET4luan_2,CET6_1"
"stretch","strɛtʃ","伸展；伸","Carl sat up in bed, yawned, and stretched.","CET4luan_2"
"strike","straɪk","罢工","The government has promised that the army will be called in to help if there is a firemen’s strike.","CET6_1"
"string","strɪŋ","线，细绳；一串","Her key hung on a string around her neck.","CET4luan_2"
"strip","strɪp","剥去；除去","Strip the beds and wash the sheets.","CET4luan_2,CET6_1"
"stripe","straɪp","条纹，条子","a shirt with black and white stripes","CET4luan_2"
"stroke","strok","中风；打，击；鸣声","She died following a massive stroke.","CET4luan_2"
"structural","'strʌktʃərəl","结构的，构造的","structural changes in the computer industry","CET4luan_2"
"stuff","stʌf","东西","I’ve got some sticky stuff on my shoe.","CET4luan_2,CET6_1"
"subconscious",",sʌb'kɑnʃəs","下意识的，潜意识的","a subconscious fear of failure","CET6_1"
"submarine",",sʌbmə'rin","水下的","submarine plant life","CET4luan_2"
"submerge","səb'mɝdʒ","浸没；潜入水中","The tunnel entrance was submerged by rising sea water.","CET4luan_2,CET6_1"
"submit","səb'mɪt","服从","Derek has agreed to submit to questioning.","CET4luan_2,CET6_1"
"subordinate","səˈbɔːdɪnɪt (for n. &adj.) ; səˈbɔːdɪˌnet (for v.)","次要的，从属的","a subordinate officer","CET6_1"
"subsequent","'sʌbsɪkwənt","随后的，后来的","These skills were passed on to subsequent generations.","CET4luan_2"
